payload_length,digit_ratio,special_char_count,amount,amount_missing,merchant_name_missing,merchant_name_length,generic_merchant_name,upi_id_length,upi_handle_length,has_embedded_url,non_standard_param_count,suspicious_vpa_pattern,dataset_source,label
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,9568.37,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,501.26,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,16793.86,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,334.01,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,12503.85,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.18,11,3172.66,0,1,0,0,15,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,18239.4,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
59,0.1356,11,5964.7,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,13335.51,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,15945.65,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,490.44,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,11022.33,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,18249.66,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,2384.72,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,15231.7,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,1383.01,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
60,0.15,11,20695.2,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1257.1,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,2110.65,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
52,0.1538,11,677.33,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1407.59,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
52,0.1538,11,512.32,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,23137.6,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5517.66,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
51,0.1765,11,1903.95,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,1062.86,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,23095.59,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,967.83,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,2589.25,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,21263.57,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,22044.97,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
55,0.1636,11,2416.98,0,0,5,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,6899.97,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,5193.45,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1360.37,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,724.46,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,2512.32,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,12452.44,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,1012.24,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
54,0.1667,11,3604.56,0,0,4,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,314.81,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,24631.38,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,297.05,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,4120.06,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,5587.95,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
51,0.1765,11,1261.51,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.18,11,4381.59,0,1,0,0,15,3,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1017.85,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,22751.88,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,6266.72,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.18,11,3670.56,0,1,0,0,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6256.47,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
69,0.1159,11,5928.3,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,1958.0,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,2447.82,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1015.67,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1694.16,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,7190.46,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
69,0.1159,11,909.25,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
51,0.1765,11,1060.58,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,242.24,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,1989.03,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.18,11,2781.18,0,1,0,0,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5324.88,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,249.78,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,3860.74,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,4913.02,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,7052.87,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,16142.62,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,21518.18,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,7723.78,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
53,0.1698,11,3445.68,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
54,0.1481,11,4213.9,0,0,5,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1704.2,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,3724.96,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,1013.11,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,104.17,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,2964.61,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
55,0.1273,11,706.0,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1035.6,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,10085.79,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,456.33,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,968.39,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1461.9,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,20142.99,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,23532.53,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,1424.14,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,7671.43,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
51,0.1765,11,1931.32,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,15607.29,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,16064.53,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,4121.99,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,6358.11,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
51,0.1765,11,1414.45,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1487.94,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,296.75,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5046.21,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
54,0.1667,11,2383.99,0,0,4,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,7369.33,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,619.83,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,2537.81,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,362.54,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5750.11,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,2741.85,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,6955.31,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,5244.37,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,498.45,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
55,0.1636,11,4645.36,0,0,5,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1964.54,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1057.4,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,3923.49,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,4102.77,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,7570.05,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,2644.46,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,15454.6,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,12617.41,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,18405.08,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,607.26,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1968.71,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,4277.22,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,3891.17,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,12173.65,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,17322.18,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6986.31,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,3416.65,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
